Jannik Sinner (14165339),Ons Jabeur (14165338),Cori Gauff (14165336),Alison Riske (14165332),Marin Cilic (14165330),Dusan Lajovic (14165327),50000,0.0798257,0
Tatsuma Ito (14165365),Polona Hercog (14165361),Fiona Ferro (14165353),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44800,0.00176263,0
Filip Krajinovic (14165363),Arantxa Rus (14165362),Fiona Ferro (14165353),Ashleigh Barty (14165317),Serena Williams (14165315),Novak Djokovic (14165314),45900,0.00157721,0
Tamara Zidansek (14165364),Arantxa Rus (14165362),Fiona Ferro (14165353),Ashleigh Barty (14165317),Roger Federer (14165316),Novak Djokovic (14165314),45200,0.00117837,0
Tatsuma Ito (14165365),Arantxa Rus (14165362),Fiona Ferro (14165353),Ashleigh Barty (14165317),Roger Federer (14165316),Serena Williams (14165315),44800,0.00117837,0
Tamara Zidansek (14165364),Filip Krajinovic (14165363),Fiona Ferro (14165353),Madison Keys (14165318),Ashleigh Barty (14165317),Novak Djokovic (14165314),44500,0.000715633,0
Tatsuma Ito (14165365),Filip Krajinovic (14165363),Fiona Ferro (14165353),Madison Keys (14165318),Ashleigh Barty (14165317),Serena Williams (14165315),44100,0.000715633,0
Tatsuma Ito (14165365),Tamara Zidansek (14165364),Fiona Ferro (14165353),Madison Keys (14165318),Ashleigh Barty (14165317),Roger Federer (14165316),43400,0.000534665,0
Tennys Sandgren (14165356),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48300,0.0192568,0
Barbora Krejcikova (14165357),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),48100,0.0185523,0
Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47900,0.0158468,0
Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47800,0.0126774,0
Michael Mmoh (14165360),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47700,0.0117022,0
Polona Hercog (14165361),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47600,0.0108664,0
Arantxa Rus (14165362),Cristian Garin (14165355),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47400,0.00760646,0
Filip Krajinovic (14165363),Cristian Garin (14165355),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46700,0.00461947,0
Tamara Zidansek (14165364),Cristian Garin (14165355),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),46000,0.00345131,0
Tatsuma Ito (14165365),Cristian Garin (14165355),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45600,0.00345131,0
Barbora Krejcikova (14165357),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47900,0.0152646,0
Alejandro Davidovich Fokina (14165358),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47700,0.0130385,0
Philipp Kohlschreiber (14165359),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47600,0.0104308,0
Michael Mmoh (14165360),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47500,0.00962842,0
Polona Hercog (14165361),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47400,0.00894068,0
Arantxa Rus (14165362),Tennys Sandgren (14165356),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.00625848,0
Filip Krajinovic (14165363),Tennys Sandgren (14165356),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46500,0.00380083,0
Tamara Zidansek (14165364),Tennys Sandgren (14165356),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45800,0.00283968,0
Tatsuma Ito (14165365),Tennys Sandgren (14165356),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45400,0.00283968,0
Alejandro Davidovich Fokina (14165358),Barbora Krejcikova (14165357),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47500,0.0125615,0
Philipp Kohlschreiber (14165359),Barbora Krejcikova (14165357),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47400,0.0100492,0
Michael Mmoh (14165360),Barbora Krejcikova (14165357),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47300,0.00927616,0
Polona Hercog (14165361),Barbora Krejcikova (14165357),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.00861358,0
Arantxa Rus (14165362),Barbora Krejcikova (14165357),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.00602951,0
Filip Krajinovic (14165363),Barbora Krejcikova (14165357),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46300,0.00366178,0
Tamara Zidansek (14165364),Barbora Krejcikova (14165357),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45600,0.00273579,0
Tatsuma Ito (14165365),Barbora Krejcikova (14165357),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45200,0.00273579,0
Philipp Kohlschreiber (14165359),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.00858367,0
Michael Mmoh (14165360),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47100,0.00792339,0
Polona Hercog (14165361),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.00735743,0
Arantxa Rus (14165362),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46800,0.0051502,0
Filip Krajinovic (14165363),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46100,0.00312777,0
Tamara Zidansek (14165364),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45400,0.00233682,0
Tatsuma Ito (14165365),Alejandro Davidovich Fokina (14165358),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45000,0.00233682,0
Michael Mmoh (14165360),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.00633871,0
Polona Hercog (14165361),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46900,0.00588595,0
Arantxa Rus (14165362),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46700,0.00412016,0
Filip Krajinovic (14165363),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46000,0.00250221,0
Tamara Zidansek (14165364),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45300,0.00186946,0
Tatsuma Ito (14165365),Philipp Kohlschreiber (14165359),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44900,0.00186946,0
Polona Hercog (14165361),Michael Mmoh (14165360),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46800,0.00543318,0
Arantxa Rus (14165362),Michael Mmoh (14165360),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46600,0.00380323,0
Filip Krajinovic (14165363),Michael Mmoh (14165360),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),45900,0.00230974,0
Tamara Zidansek (14165364),Michael Mmoh (14165360),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45200,0.00172565,0
Tatsuma Ito (14165365),Michael Mmoh (14165360),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44800,0.00172565,0
Arantxa Rus (14165362),Polona Hercog (14165361),Nao Hibino (14165354),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46500,0.00353157,0
Filip Krajinovic (14165363),Polona Hercog (14165361),Nao Hibino (14165354),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),45800,0.00214475,0
Tamara Zidansek (14165364),Polona Hercog (14165361),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45100,0.00160239,0
Tatsuma Ito (14165365),Polona Hercog (14165361),Nao Hibino (14165354),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44700,0.00160239,0
Filip Krajinovic (14165363),Arantxa Rus (14165362),Nao Hibino (14165354),Ashleigh Barty (14165317),Serena Williams (14165315),Novak Djokovic (14165314),45800,0.00143383,0
Tamara Zidansek (14165364),Arantxa Rus (14165362),Nao Hibino (14165354),Ashleigh Barty (14165317),Roger Federer (14165316),Novak Djokovic (14165314),45100,0.00107124,0
Tatsuma Ito (14165365),Arantxa Rus (14165362),Nao Hibino (14165354),Ashleigh Barty (14165317),Roger Federer (14165316),Serena Williams (14165315),44700,0.00107124,0
Tamara Zidansek (14165364),Filip Krajinovic (14165363),Nao Hibino (14165354),Madison Keys (14165318),Ashleigh Barty (14165317),Novak Djokovic (14165314),44400,0.000650576,0
Tatsuma Ito (14165365),Filip Krajinovic (14165363),Nao Hibino (14165354),Madison Keys (14165318),Ashleigh Barty (14165317),Serena Williams (14165315),44000,0.000650576,0
Tatsuma Ito (14165365),Tamara Zidansek (14165364),Nao Hibino (14165354),Madison Keys (14165318),Ashleigh Barty (14165317),Roger Federer (14165316),43300,0.000486059,0
Barbora Krejcikova (14165357),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47700,0.0180827,0
Alejandro Davidovich Fokina (14165358),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47500,0.0154456,0
Philipp Kohlschreiber (14165359),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47400,0.0123565,0
Michael Mmoh (14165360),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47300,0.011406,0
Polona Hercog (14165361),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.0105913,0
Arantxa Rus (14165362),Tennys Sandgren (14165356),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.00741389,0
Filip Krajinovic (14165363),Tennys Sandgren (14165356),Cristian Garin (14165355),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46300,0.00450252,0
Tamara Zidansek (14165364),Tennys Sandgren (14165356),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45600,0.00336393,0
Tatsuma Ito (14165365),Tennys Sandgren (14165356),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45200,0.00336393,0
Alejandro Davidovich Fokina (14165358),Barbora Krejcikova (14165357),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47300,0.0148805,0
Philipp Kohlschreiber (14165359),Barbora Krejcikova (14165357),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47200,0.0119044,0
Michael Mmoh (14165360),Barbora Krejcikova (14165357),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47100,0.0109887,0
Polona Hercog (14165361),Barbora Krejcikova (14165357),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.0102038,0
Arantxa Rus (14165362),Barbora Krejcikova (14165357),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46800,0.00714265,0
Filip Krajinovic (14165363),Barbora Krejcikova (14165357),Cristian Garin (14165355),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),46100,0.0043378,0
Tamara Zidansek (14165364),Barbora Krejcikova (14165357),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45400,0.00324086,0
Tatsuma Ito (14165365),Barbora Krejcikova (14165357),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),45000,0.00324086,0
Philipp Kohlschreiber (14165359),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),47000,0.0101684,0
Michael Mmoh (14165360),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46900,0.00938617,0
Polona Hercog (14165361),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46800,0.00871573,0
Arantxa Rus (14165362),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46600,0.00610101,0
Filip Krajinovic (14165363),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),45900,0.0037052,0
Tamara Zidansek (14165364),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45200,0.00276823,0
Tatsuma Ito (14165365),Alejandro Davidovich Fokina (14165358),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44800,0.00276823,0
Michael Mmoh (14165360),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46800,0.00750894,0
Polona Hercog (14165361),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46700,0.00697258,0
Arantxa Rus (14165362),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46500,0.00488081,0
Filip Krajinovic (14165363),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),45800,0.00296416,0
Tamara Zidansek (14165364),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45100,0.00221459,0
Tatsuma Ito (14165365),Philipp Kohlschreiber (14165359),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44700,0.00221459,0
Polona Hercog (14165361),Michael Mmoh (14165360),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46600,0.00643623,0
Arantxa Rus (14165362),Michael Mmoh (14165360),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46400,0.00450536,0
Filip Krajinovic (14165363),Michael Mmoh (14165360),Cristian Garin (14165355),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),45700,0.00273615,0
Tamara Zidansek (14165364),Michael Mmoh (14165360),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),45000,0.00204423,0
Tatsuma Ito (14165365),Michael Mmoh (14165360),Cristian Garin (14165355),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),44600,0.00204423,0
Arantxa Rus (14165362),Polona Hercog (14165361),Cristian Garin (14165355),Roger Federer (14165316),Serena Williams (14165315),Novak Djokovic (14165314),46300,0.00418355,0
